brand,model,vehicle_age,km_driven,fuel_type,transmission_type,mileage,engine,seats,selling_price
Maruti,Ertiga,5,76000,Diesel,Manual,24.52,1248,7,825000
Mahindra,Bolero,4,70000,Diesel,Manual,16.5,1493,7,700000
Hyundai,i20,6,112300,Petrol,Manual,18.6,1197,5,535000
Skoda,Rapid,7,66000,Diesel,Automatic,21.66,1498,5,580000
Hyundai,Grand,8,61000,Diesel,Manual,24,1120,5,425000
Mahindra,Scorpio,15,120000,Diesel,Manual,12.7,2609,8,300000
Maruti,Celerio,3,28314,Petrol,Manual,23.1,998,5,490000
Hyundai,i20,11,23000,Petrol,Manual,17,1197,5,275000
Hyundai,Venue,1,4000,Petrol,Automatic,18.15,998,5,1185000
Mahindra,XUV500,5,42485,Diesel,Manual,16,2179,7,1350000
Volkswagen,Polo,6,87000,Petrol,Automatic,17.21,1197,5,600000
Hyundai,Grand,6,15000,Petrol,Automatic,18.9,1197,5,525000
Tata,Tiago,3,2500,Petrol,Automatic,23.84,1199,5,495000
Maruti,Alto,3,29000,CNG,Manual,33.44,796,4,345000
Hyundai,i20,6,54625,Petrol,Manual,18.6,1197,5,595000
Hyundai,Verna,2,8000,Petrol,Automatic,17,1591,5,1250000
Maruti,Alto,19,120000,Petrol,Manual,18.9,1061,5,50000
BMW,7,4,21119,Diesel,Automatic,16.46,2993,5,7500000
Toyota,Innova,2,35000,Diesel,Manual,13.68,2393,7,2000000
Maruti,Ertiga,3,32000,Petrol,Manual,17.5,1373,7,810000
Jaguar,XF,10,45000,Diesel,Automatic,14.74,2993,5,2800000
BMW,X5,5,46000,Diesel,Automatic,15.97,2993,5,3850000
Maruti,Swift,9,73000,Diesel,Manual,22.9,1248,5,385000
Maruti,Baleno,4,23000,Petrol,Manual,21.01,1197,5,600000
Maruti,Swift Dzire,8,120000,Diesel,Manual,23.4,1248,5,475000
Hyundai,Verna,8,30588,Petrol,Manual,16.2,1599,5,490000
Hyundai,i20,3,14577,Petrol,Manual,18.6,1197,5,625000
Maruti,Swift,6,55000,Petrol,Manual,22,1197,5,530000
Ferrari,GTC4Lusso,2,3800,Petrol,Automatic,4,3855,4,39500000
Maruti,Ciaz,3,33000,Diesel,Manual,28.09,1248,5,1000000
Ford,Figo,8,55000,Diesel,Manual,20,1399,5,250000
Honda,City,5,90000,Petrol,Automatic,18,1497,5,725000
Maruti,Alto,3,6800,Petrol,Manual,23.95,998,5,375000
Mahindra,XUV500,8,68192,Diesel,Manual,15.1,2179,7,699000
Toyota,Innova,11,105000,Petrol,Manual,12.4,1998,8,675000
Volkswagen,Vento,7,52455,Diesel,Manual,20.54,1598,5,565000
Hyundai,i20,7,66266,Diesel,Manual,21.27,1396,5,545000
Maruti,Ertiga,6,100000,CNG,Manual,22.8,1373,7,650000
Maruti,Ertiga,5,41974,Diesel,Manual,24.52,1248,7,811000
Porsche,Cayenne,7,110000,Diesel,Automatic,15.15,2967,5,4500000
Maruti,Ertiga,5,84000,Diesel,Manual,24.52,1248,7,825000
Maruti,Swift Dzire,9,106000,Diesel,Manual,19.3,1248,5,370000
Maruti,Eeco,2,25000,Petrol,Manual,15.37,1196,5,411000
Honda,City,7,63762,Diesel,Manual,25.1,1498,5,650000
Kia,Seltos,2,11800,Diesel,Automatic,17.8,1493,5,1810000
Audi,A4,9,76000,Diesel,Automatic,16.55,1968,5,1375000
Hyundai,i20,9,56328,Diesel,Manual,21.9,1396,5,370000
Tata,Tiago,2,19247,Petrol,Automatic,24,1199,5,550000
Mahindra,XUV500,6,42000,Diesel,Manual,15.1,2179,7,950000
Toyota,Innova,4,67000,Diesel,Manual,13.68,2393,7,1550000
Hyundai,i10,5,67817,Petrol,Manual,20.36,1197,5,465000
Maruti,Ciaz,6,40000,Petrol,Manual,20.73,1373,5,715000
Maruti,Alto,4,3600,Petrol,Manual,24.7,796,5,318000
Honda,Amaze,6,73000,Petrol,Manual,18,1198,5,450000
Toyota,Fortuner,8,75000,Diesel,Automatic,12.55,2982,7,1525000
Maruti,Wagon R,12,52755,LPG,Manual,17.3,1061,5,233000
Tata,Hexa,4,186000,Diesel,Manual,17.6,2179,7,1220000
Maruti,Vitara,5,90000,Diesel,Manual,24.3,1248,5,750000
Maruti,Ignis,4,30000,Petrol,Manual,20.89,1197,5,500000
BMW,X5,9,95000,Diesel,Automatic,11,2993,5,2150000
Hyundai,i10,10,73000,Petrol,Manual,19.81,1086,5,375000
Hyundai,Grand,5,40000,Petrol,Manual,18.9,1197,5,485000
Datsun,GO,4,58000,Petrol,Manual,20.63,1198,5,360000
Maruti,Ciaz,5,71000,Petrol,Manual,20.73,1373,5,600000
Ford,Ecosport,5,71500,Diesel,Manual,21.7,1498,5,690000
Maruti,Swift Dzire,8,71200,Diesel,Manual,19.3,1248,5,465000
Maruti,Ciaz,5,41000,Diesel,Manual,28.09,1248,5,750000
Hyundai,Verna,8,65512,Diesel,Manual,22.32,1582,5,585000
Ford,Ecosport,6,37000,Petrol,Automatic,15.63,1499,5,665000
Tata,Harrier,2,20000,Diesel,Manual,17,1956,5,1750000
Mahindra,Scorpio,6,51000,Diesel,Manual,15.4,2523,9,760000
Hyundai,Santro,10,50000,Petrol,Manual,17.92,1086,5,250000
Hyundai,Grand,3,11510,Diesel,Manual,24,1186,5,550000
Mahindra,Scorpio,7,100000,Diesel,Manual,15.4,2179,8,800000
Mahindra,KUV100,4,50000,Diesel,Manual,25.32,1198,6,490000
Maruti,Swift,7,117962,Diesel,Manual,25.2,1248,5,480000
Maruti,Ciaz,5,115000,Diesel,Manual,28.09,1248,5,655000
Hyundai,Creta,4,50000,Diesel,Manual,19.67,1582,5,1100000
Maruti,Baleno,3,1300,Petrol,Automatic,21.4,1197,5,890000
Jaguar,XF,6,29000,Diesel,Automatic,16.36,2179,5,3200000
Hyundai,i10,10,94000,Petrol,Automatic,16.95,1197,5,355000
Maruti,Swift Dzire,9,43500,Diesel,Manual,19.3,1248,5,420000
Maruti,Wagon R,7,20903,CNG,Manual,32.52,998,5,410000
Maruti,Eeco,7,30000,Petrol,Manual,15.37,1196,5,250000
Tata,Tiago,4,80000,Petrol,Manual,23.84,1199,5,420000
Hyundai,Verna,7,103247,Diesel,Manual,22.32,1582,5,740000
Honda,City,13,100000,Petrol,Manual,17.7,1497,5,225000
Mercedes-Benz,E-Class,12,107591,Diesel,Automatic,11,2987,5,1200000
Hyundai,Creta,1,15000,Diesel,Manual,22.1,1396,5,1350000
Maruti,Swift Dzire,4,9691,Diesel,Manual,28.4,1248,5,822000
Renault,KWID,5,87000,Petrol,Manual,22.3,799,5,325000
Renault,KWID,5,37000,Petrol,Manual,25.17,799,5,350000
Maruti,Swift,10,46700,Diesel,Manual,22.9,1248,5,270000
Mercedes-Benz,GLS,3,47000,Diesel,Automatic,11,2987,7,6600000
Mercedes-Benz,S-Class,9,50000,Diesel,Automatic,13.5,2987,5,3000000
Honda,City,6,120000,Diesel,Manual,26,1498,5,600000
Hyundai,i10,10,45000,Petrol,Automatic,19.2,1197,5,385000
Honda,Amaze,3,69000,Diesel,Automatic,23.8,1498,5,860000
Honda,Amaze,2,30000,Diesel,Manual,27.4,1498,5,700000
Hyundai,i20,2,40000,Petrol,Manual,18.6,1197,5,750000
Tata,Safari,13,60000,Diesel,Manual,11.57,2179,7,190000
Maruti,Swift,5,49000,Petrol,Manual,21.21,1197,5,490000
Maruti,Alto,9,70000,Petrol,Manual,19.7,796,5,200000
Renault,Duster,6,70000,Diesel,Manual,19.64,1461,5,775000
Tata,Tiago,2,18900,Petrol,Automatic,23.84,1199,5,550000
Hyundai,i10,9,15000,Petrol,Manual,20.36,1197,5,400000
Maruti,Ertiga,6,133000,Diesel,Manual,20.77,1248,7,650000
Maruti,Vitara,4,34000,Diesel,Manual,24.3,1248,5,950000
Hyundai,Verna,4,30700,Diesel,Manual,23.9,1582,5,925000
Kia,Seltos,2,5000,Diesel,Manual,20.8,1493,5,1549000
Maruti,Swift Dzire,3,21500,Petrol,Manual,21.21,1197,5,650000
Maruti,Alto,9,55294,Petrol,Manual,20.92,998,5,251000
Maruti,Swift Dzire,3,10000,Diesel,Manual,28.4,1248,5,800000
Maruti,Swift,8,20000,Petrol,Manual,18.6,1197,5,350000
Toyota,Innova,6,78000,Diesel,Manual,12.99,2494,8,1030000
Maruti,Wagon R,12,77000,Petrol,Manual,18.9,1061,5,150000
Maruti,Ertiga,7,72859,Diesel,Manual,20.77,1248,7,600000
Ford,Ecosport,7,77984,Diesel,Manual,22.7,1498,5,565000
Mercedes-Benz,C-Class,7,70000,Diesel,Automatic,14.84,2143,5,1350000
Skoda,Rapid,9,163971,Diesel,Manual,20.5,1598,5,450000
Hyundai,Grand,7,43000,Petrol,Manual,18.9,1197,5,380000
Audi,Q7,9,129000,Diesel,Automatic,12.07,2967,7,1950000
Mahindra,Bolero,9,75000,Diesel,Manual,15.96,2523,7,435000
Mahindra,Thar,2,16000,Diesel,Manual,16.55,2498,6,970000
Ford,Figo,7,60000,Diesel,Manual,20,1399,5,250000
Volkswagen,Polo,2,37326,Petrol,Manual,18.78,999,5,550000
Maruti,Alto,7,48255,Petrol,Manual,22.74,796,5,250000
Maruti,Baleno,5,45215,Petrol,Automatic,21.4,1197,5,698000
Renault,KWID,4,33000,Petrol,Automatic,24.04,999,5,395000
Mahindra,Scorpio,10,156000,Diesel,Manual,12.05,2179,8,565000
Hyundai,Verna,4,20000,Petrol,Manual,17.7,1591,5,775000
Maruti,Swift Dzire,2,57000,Diesel,Manual,28.4,1248,5,750000
Mahindra,Bolero,11,350000,Diesel,Manual,13.6,2523,7,325000
Honda,City,1,2000,Petrol,Manual,17.8,1498,5,1000000
Hyundai,Creta,2,31700,Diesel,Manual,19.67,1582,5,1350000
Honda,City,4,59000,Petrol,Automatic,18,1497,5,900000
Isuzu,D-Max,4,51000,Diesel,Manual,12.4,2499,5,1250000
Maruti,Swift Dzire,6,77500,Diesel,Manual,26.59,1248,5,480000
Maruti,Swift,2,8000,Petrol,Manual,21.21,1197,5,539000
Ford,Aspire,4,24000,Diesel,Manual,25.83,1498,5,690000
Ford,Ecosport,3,18890,Diesel,Manual,23,1498,5,1025000
Hyundai,Grand,3,5000,Petrol,Manual,18.9,1197,5,525000
Hyundai,i10,9,41000,Petrol,Automatic,19.2,1197,5,385000
Maruti,Wagon R,7,40330,Petrol,Manual,20.51,998,5,290000
BMW,X1,2,40000,Diesel,Automatic,19.62,1998,5,3450000
Skoda,Rapid,5,98000,Diesel,Manual,21.14,1498,5,635000
BMW,X3,7,66000,Diesel,Automatic,16.09,1995,5,2675000
Tata,Nexon,3,50000,Diesel,Manual,21.5,1497,5,950000
Maruti,Celerio,3,36000,Petrol,Automatic,23.1,998,5,545000
Ford,Figo,7,77000,Diesel,Manual,20,1399,5,325000
Maruti,Wagon R,5,58802,Petrol,Manual,18.9,998,5,425000
Ford,Ecosport,3,38959,Diesel,Manual,23,1498,5,825000
Maruti,Alto,3,37000,Petrol,Manual,24.7,796,5,349000
Volkswagen,Vento,6,56000,Petrol,Automatic,18.19,1197,5,750000
Maruti,Swift Dzire,8,91000,Diesel,Manual,23.4,1248,5,580000
Toyota,Fortuner,11,110000,Diesel,Manual,11.5,2982,7,1250000
Volkswagen,Polo,4,100000,Diesel,Manual,20.14,1498,5,615000
Hyundai,i10,9,68000,Petrol,Automatic,16.95,1197,5,370000
Maruti,Wagon R,14,78000,Petrol,Manual,18.9,998,5,160000
Maruti,Alto,2,20000,Petrol,Manual,23.95,998,5,370000
Audi,A6,10,85000,Diesel,Automatic,17.68,1968,5,1550000
Hyundai,Elantra,8,60000,Diesel,Automatic,19.5,1582,5,750000
Hyundai,i20,5,30000,Petrol,Manual,18.6,1197,5,600000
Hyundai,Creta,4,34800,Petrol,Manual,13,1591,5,1150000
Skoda,Superb,4,30000,Petrol,Automatic,14.67,1798,5,1950000
Honda,City,8,38000,Petrol,Manual,17.8,1497,5,575000
Toyota,Fortuner,6,124000,Diesel,Manual,13,2982,7,1700000
Ford,Figo,9,70000,Diesel,Manual,20,1399,5,195000
Hyundai,i10,5,50979,Petrol,Manual,19.81,1086,5,445000
Maruti,Ertiga,5,65000,Diesel,Manual,24.52,1248,7,700000
Maruti,Swift Dzire,6,45782,Diesel,Manual,19.3,1248,5,410000
Toyota,Innova,13,270000,Diesel,Manual,12.8,2494,8,500000
Maruti,Baleno,4,26917,Petrol,Manual,21.01,1197,5,645000
Maruti,Alto,11,35000,Petrol,Manual,19.7,796,5,115000
BMW,3,8,90000,Diesel,Automatic,18.88,1995,5,1375000
Skoda,Superb,11,154667,Diesel,Automatic,17.2,1968,5,575000
Maruti,Alto,8,15000,Petrol,Manual,22.74,796,5,262000
Honda,Jazz,4,70000,Diesel,Manual,27.3,1498,5,625000
Maruti,Vitara,4,83000,Diesel,Manual,24.3,1248,5,785000
Maruti,Swift Dzire,6,61000,Diesel,Manual,26.59,1248,5,510000
Maruti,Wagon R,13,64521,Petrol,Manual,14,1061,5,205000
Maruti,Vitara,3,11000,Diesel,Manual,24.3,1248,5,900000
Hyundai,Verna,8,70000,Diesel,Manual,22.32,1582,5,550000
Kia,Seltos,2,6000,Petrol,Manual,16.1,1353,5,1635000
Ford,Endeavour,3,25000,Diesel,Automatic,10.91,3198,7,3000000
Toyota,Innova,5,139000,Diesel,Manual,12.99,2494,8,1150000
Maruti,Wagon R,10,69001,Petrol,Manual,17.3,1061,5,290000
Maruti,Swift,3,20000,Petrol,Manual,22,1197,5,610000
Maruti,Vitara,4,56000,Diesel,Manual,24.3,1248,5,814000
Maruti,Swift,9,60000,Diesel,Manual,22.9,1248,5,390000
Hyundai,Verna,9,67000,Diesel,Automatic,19.08,1582,5,650000
Mercedes-Benz,S-Class,10,82000,Diesel,Automatic,13.5,2987,5,2450000
Mahindra,XUV500,8,70000,Diesel,Manual,15.1,2179,7,600000
Hyundai,Grand,5,91288,Diesel,Manual,24,1120,5,583000
Mercedes-Benz,C-Class,9,112000,Diesel,Automatic,14.84,2143,5,1450000
Ford,Aspire,5,75000,Petrol,Manual,18.16,1196,5,395000
Mahindra,Scorpio,6,67000,Diesel,Manual,15.4,2179,7,925000
Hyundai,i20,3,5000,Petrol,Manual,18.6,1197,5,750000
Honda,City,17,79000,Petrol,Automatic,16.8,1497,5,145000
Honda,City,8,31000,Petrol,Manual,17,1497,5,560000
Renault,Duster,5,44213,Diesel,Manual,19.6,1461,5,745000
Maruti,Baleno,3,30000,Petrol,Automatic,21.4,1197,5,700000
Honda,Amaze,2,8000,Diesel,Manual,27.4,1498,5,875000
BMW,3,5,76000,Diesel,Automatic,22.69,1995,5,2700000
Maruti,Ciaz,5,68429,Diesel,Manual,26.21,1248,5,797000
Hyundai,Grand,5,46861,Petrol,Automatic,18.9,1197,5,571000
Honda,Amaze,5,59000,Diesel,Manual,25.8,1498,5,565000
Honda,Jazz,5,33980,Petrol,Manual,18.7,1199,5,630000
Maruti,Swift,2,25500,Petrol,Manual,21.21,1197,5,600000
Maruti,Alto,11,51479,Petrol,Manual,19.7,796,5,195000
Maruti,Baleno,5,30000,Petrol,Automatic,21.4,1197,5,620000
Tata,Nexon,3,87000,Diesel,Manual,21.5,1497,5,735000
Maruti,Swift,4,40000,Diesel,Manual,25.2,1248,5,650000
Renault,KWID,3,30000,Petrol,Manual,25.17,799,5,320000
Honda,City,3,29000,Diesel,Manual,25.1,1498,5,1100000
Datsun,GO,2,10000,Petrol,Manual,19.83,1198,5,444000
Hyundai,Grand,6,69300,Petrol,Automatic,18.9,1197,5,475000
Toyota,Innova,11,142800,Diesel,Manual,12.8,2494,8,790000
Hyundai,Grand,4,37850,Petrol,Manual,18.9,1197,5,568000
Maruti,Alto,5,52361,Petrol,Manual,23.95,998,5,350000
Mahindra,Scorpio,3,70000,Diesel,Manual,16.36,2179,7,1500000
Honda,WR-V,3,19790,Petrol,Manual,17.5,1199,5,770000
Mahindra,XUV500,6,68200,Diesel,Manual,16,2179,7,1250000
Toyota,Innova,8,140000,Diesel,Manual,12.99,2494,7,850000
Maruti,Swift,9,79000,Diesel,Manual,28.4,1248,5,425000
Maruti,Baleno,3,43875,Petrol,Automatic,21.4,1197,5,580000
Maruti,Swift Dzire,3,100000,Diesel,Manual,19.3,1248,5,791000
Skoda,Rapid,6,69000,Diesel,Manual,21.14,1498,5,555000
Maruti,Ciaz,6,30000,Petrol,Manual,20.73,1373,5,750000
Mercedes-Benz,CLS,7,34000,Petrol,Automatic,9.26,3498,4,3600000
Renault,KWID,5,25000,Petrol,Manual,23.01,999,5,250000
Maruti,Swift Dzire,6,68000,Diesel,Manual,23.4,1248,5,495000
BMW,3,5,13500,Diesel,Automatic,22.69,1995,5,2275000
Maruti,Alto,15,120000,Petrol,Manual,19.7,796,5,150000
Mahindra,XUV500,5,110000,Diesel,Automatic,16,2179,7,1025000
Honda,Amaze,3,40079,Petrol,Manual,18.6,1199,5,780000
Datsun,RediGO,4,35000,Petrol,Manual,22.7,799,5,230000
Volkswagen,Vento,6,63096,Diesel,Manual,20.34,1498,5,690000
Maruti,Ciaz,3,14774,Petrol,Manual,21.56,1462,5,840000
Tata,Hexa,4,74000,Diesel,Manual,17.6,2179,7,1050000
Maruti,Swift,11,110000,Diesel,Manual,17.8,1248,5,300000
Renault,KWID,5,30000,Petrol,Manual,25.17,799,5,345000
Hyundai,i10,9,70000,Petrol,Manual,19.81,1086,5,225000
BMW,5,6,120000,Diesel,Automatic,14.69,2993,5,2200000
Maruti,Celerio,3,17000,Petrol,Automatic,23.1,998,5,500000
Maruti,Swift,8,50000,Diesel,Manual,22.9,1248,5,420000
Maruti,Swift,6,70695,Diesel,Manual,28.4,1248,5,525000
Hyundai,Creta,3,30000,Petrol,Manual,13,1591,5,1100000
Honda,City,4,10000,Petrol,Automatic,18,1497,5,1225000
Ford,Figo,7,30000,Petrol,Manual,15.6,1196,5,295000
Maruti,Alto,12,70000,Petrol,Manual,19.7,796,5,165000
Maruti,Swift,8,50000,Petrol,Manual,18.6,1197,5,300000
Maruti,Swift Dzire,7,101374,Diesel,Manual,23.4,1248,5,530000
Hyundai,Grand,2,25000,Petrol,Manual,18.9,1197,5,550000
Ford,Ecosport,6,69000,Diesel,Manual,22.77,1498,5,615000
Jaguar,XF,10,70000,Diesel,Automatic,14.74,2993,5,1550000
Honda,City,6,128000,Diesel,Manual,26,1498,5,600000
Honda,City,5,95066,Petrol,Manual,17.4,1497,5,580000
Hyundai,Venue,2,15000,Petrol,Manual,18.27,998,5,958000
Maruti,Swift,8,71233,Diesel,Manual,28.4,1248,5,440000
Honda,City,4,29000,Petrol,Manual,17.8,1497,5,1025000
Maruti,Eeco,3,33000,Petrol,Manual,16.11,1196,5,350000
Hyundai,i10,6,63168,Petrol,Manual,19.81,1086,5,385000
Tata,Hexa,4,10000,Diesel,Manual,17.6,2179,7,1150000
Hyundai,i20,3,25645,Diesel,Manual,22.54,1396,5,780000
Hyundai,i10,11,90000,Petrol,Manual,20.36,1197,5,275000
Hyundai,i20,11,97845,Diesel,Manual,23,1396,5,320000
Mahindra,Scorpio,3,47000,Diesel,Manual,16.36,2179,7,1550000
Maruti,Swift Dzire,8,85000,Petrol,Manual,20.85,1197,5,475000
Mahindra,Bolero,9,75000,Diesel,Manual,15.96,2523,7,435000
Honda,City,10,79418,Petrol,Manual,17,1497,5,440000
Ford,Ecosport,8,92000,Diesel,Manual,22.7,1498,5,430000
Maruti,Alto,5,32903,Petrol,Manual,23.95,998,5,347000
Hyundai,i20,5,88098,Diesel,Manual,21.9,1396,5,660000
Maruti,Swift,7,81000,Diesel,Manual,28.4,1248,5,475000
Maruti,Baleno,5,98000,Petrol,Automatic,21.4,1197,5,575000
Maruti,Alto,9,42000,Petrol,Manual,19.7,796,5,211000
Maruti,Swift Dzire,8,55002,Diesel,Manual,26.59,1248,5,550000
Hyundai,Creta,5,88000,Diesel,Automatic,17.01,1582,5,1249000
Maruti,Swift,5,100000,Diesel,Manual,25.2,1248,5,535000
Mercedes-Benz,C-Class,13,99000,Diesel,Automatic,14.84,2143,5,995000
Maruti,Swift,7,50000,Petrol,Manual,18.6,1197,5,500000
Hyundai,Venue,2,15000,Diesel,Manual,23.7,1396,5,1175000
Mercedes-Benz,GLS,3,48000,Diesel,Automatic,11,2987,7,6600000
Hyundai,Verna,13,90000,Diesel,Manual,16.8,1493,5,190000
Datsun,GO,6,30000,Petrol,Manual,20.63,1198,5,200000
Maruti,Alto,8,40580,Petrol,Manual,22.74,796,5,224000
Volkswagen,Polo,7,79000,Diesel,Manual,22.07,1199,5,440000
Hyundai,Verna,8,70000,Petrol,Manual,17.01,1591,5,430000
Ford,Freestyle,2,13133,Diesel,Manual,24.4,1498,5,880000
Maruti,Vitara,5,51577,Diesel,Manual,24.3,1248,5,768000
Maruti,Alto,11,80000,Petrol,Manual,19.7,796,5,164000
Mahindra,Scorpio,7,136542,Diesel,Manual,15.4,2179,7,725000
Maruti,Ertiga,8,138000,Diesel,Manual,25.47,1248,7,690000
Hyundai,Santro,14,60000,Petrol,Manual,17.8,1086,5,155000
Ford,Ecosport,5,56393,Diesel,Manual,22.77,1498,5,700000
Mercedes-Benz,E-Class,8,140000,Diesel,Automatic,14.21,2143,5,1500000
Hyundai,i20,8,131000,Diesel,Manual,21.27,1396,5,430000
Tata,Tiago,3,70000,Diesel,Manual,27.28,1047,5,410000
Maruti,Vitara,3,13666,Diesel,Automatic,24.3,1248,5,939000
Hyundai,i20,5,62000,Diesel,Manual,22.54,1396,5,580000
Renault,KWID,5,34000,Petrol,Manual,23.01,999,5,385000
BMW,3,5,96500,Diesel,Automatic,19.59,1995,5,2500000
Hyundai,Grand,3,10000,Petrol,Manual,18.9,1197,5,515000
Renault,Duster,8,49400,Diesel,Manual,19.01,1461,5,570000
Mahindra,Scorpio,13,198000,Diesel,Manual,10.5,2179,7,350000
Tata,Safari,3,65000,Diesel,Manual,14.1,2179,7,950000
Honda,WR-V,3,60000,Diesel,Manual,25.5,1498,5,800000
Ford,Figo,10,75000,Diesel,Manual,20,1399,5,325000
BMW,X5,11,95000,Diesel,Automatic,11.7,2993,5,1899000
Maruti,Swift Dzire,10,120000,Diesel,Manual,19.3,1248,5,350000
Maruti,Alto,3,30000,Petrol,Manual,23.95,998,5,380000
Hyundai,Creta,4,60000,Diesel,Manual,21.38,1396,5,880000
Honda,Amaze,7,67000,Diesel,Manual,25.8,1498,5,475000
Toyota,Innova,5,70000,Diesel,Automatic,11.36,2755,7,1800000
Jaguar,XF,4,34600,Diesel,Automatic,19.33,1999,5,3500000
Maruti,Alto,8,66516,Petrol,Manual,22.74,796,5,220000
Maruti,Ciaz,4,44000,Petrol,Automatic,19.12,1373,5,780000
Tata,Safari,9,100000,Diesel,Manual,13.93,2179,7,400000
Maruti,Wagon R,9,109000,LPG,Manual,14.4,998,5,260000
Mahindra,Bolero,9,150000,Diesel,Manual,15.96,2523,9,500000
Volkswagen,Vento,8,49361,Petrol,Manual,16.09,1598,5,500000
Hyundai,i20,7,44000,Petrol,Manual,18.5,1197,5,550000
Hyundai,Grand,5,70000,Diesel,Manual,24,1120,5,425000
Maruti,Ertiga,5,27000,Petrol,Manual,19.01,1462,7,695000
Renault,Duster,8,70209,Diesel,Manual,20.45,1461,5,560000
Maruti,Baleno,4,25000,Petrol,Automatic,21.4,1197,5,599000
Honda,City,5,70000,Petrol,Manual,17.8,1497,5,715000
Maruti,Swift Dzire,3,42048,Diesel,Manual,28.4,1248,5,747000
Hyundai,Venue,2,10000,Petrol,Automatic,18.15,998,5,1000000
Maruti,Wagon R,4,60000,Petrol,Manual,20.51,998,5,380000
Maruti,Baleno,3,28563,Petrol,Manual,21.4,1197,5,550000
Maruti,Wagon R,9,66000,Petrol,Manual,20.51,998,5,291000
Maruti,Alto,3,35000,Petrol,Manual,23.95,998,5,350000
Maruti,Alto,2,1200,Petrol,Manual,22.05,796,5,350000
Hyundai,Verna,8,70000,Diesel,Manual,22.32,1582,5,700000
Mahindra,Scorpio,11,44000,Diesel,Manual,12.05,2179,7,440000
Hyundai,i20,4,50000,Petrol,Manual,17.19,1197,5,680000
Hyundai,Creta,5,120000,Diesel,Manual,19.67,1582,5,960000
Hyundai,Creta,4,34000,Petrol,Manual,13,1591,5,1149000
Hyundai,Grand,6,70000,Diesel,Manual,24,1120,5,380000
Maruti,Wagon R,5,50000,Petrol,Automatic,20.51,998,5,495000
Mahindra,XUV500,6,55424,Diesel,Manual,16,2179,7,850000
Renault,KWID,3,5694,Petrol,Manual,25.17,799,5,380000
Ford,Figo,5,50000,Diesel,Manual,25.83,1498,5,525000
Maruti,Swift Dzire,3,18677,Petrol,Manual,22,1197,5,657000
Renault,KWID,3,9200,Petrol,Manual,23.01,999,5,450000
Maruti,Swift,3,36000,Diesel,Manual,28.4,1248,5,625000
Maruti,Ciaz,2,10000,Petrol,Manual,21.56,1462,5,995000
Maruti,Swift Dzire,3,50000,Diesel,Manual,28.4,1248,5,690000
Volkswagen,Vento,10,50000,Diesel,Manual,20.54,1598,5,400000
Maruti,Swift Dzire,6,10000,Petrol,Manual,20.85,1197,5,585000
Honda,Amaze,8,92000,Diesel,Manual,25.8,1498,5,425000
Ford,Figo,11,54523,Diesel,Manual,20,1399,5,280000
Ford,Figo,5,25780,Petrol,Manual,18.16,1196,5,525000
Toyota,Fortuner,11,131000,Diesel,Manual,11.5,2982,7,1185000
Maruti,Swift Dzire,6,30000,Petrol,Manual,20.85,1197,5,450000
Maruti,Ciaz,3,65120,Petrol,Manual,20.73,1373,5,850000
Maruti,Swift,3,50000,Diesel,Automatic,28.4,1248,5,550000
Hyundai,Creta,4,66000,Petrol,Manual,13,1591,5,1149000
Hyundai,Grand,2,7000,Petrol,Manual,18.9,1197,5,565000
Tata,Safari,14,74555,Diesel,Manual,11.57,2179,7,105000
Maruti,Alto,3,25000,Petrol,Automatic,23.95,998,5,410000
Hyundai,i20,8,90000,Diesel,Manual,21.9,1396,5,415000
Maruti,Ciaz,4,60000,Diesel,Manual,28.09,1248,5,600000
Maruti,Swift Dzire,13,79000,Diesel,Manual,19.3,1248,5,295000
Maruti,Alto,9,67000,Petrol,Manual,19.7,796,5,235000
Hyundai,i20,5,51000,Petrol,Manual,18.6,1197,5,621000
Mahindra,Bolero,7,89000,Diesel,Manual,15.96,2523,7,625000
Maruti,Alto,12,26097,Petrol,Manual,19.7,796,5,175000
Volkswagen,Polo,6,61000,Diesel,Manual,20.14,1498,5,625000
Hyundai,Grand,7,44904,Petrol,Manual,18.9,1197,5,400000
Maruti,Swift,10,133592,Diesel,Manual,28.4,1248,5,360000
Audi,Q7,9,130000,Diesel,Automatic,12.07,2967,7,1950000
Toyota,Innova,13,119440,Diesel,Manual,12.99,2494,7,400000
Jeep,Compass,3,4000,Diesel,Manual,17.1,1956,5,1750000
Ford,Aspire,4,54000,Diesel,Manual,25.83,1498,5,675000
Maruti,S-Presso,1,1000,Petrol,Manual,21.7,998,5,490000
Maruti,Ciaz,3,30000,Diesel,Manual,28.09,1248,5,1095000
Hyundai,i20,6,72000,Diesel,Manual,21.27,1396,5,600000
Maruti,Alto,14,86156,Petrol,Manual,19.7,796,5,185000
Honda,Jazz,5,65000,Diesel,Manual,27.3,1498,5,590000
Volkswagen,Vento,10,56238,Diesel,Manual,20.54,1598,5,415000
Maruti,Vitara,2,66622,Diesel,Manual,24.3,1248,5,910000
Maruti,Swift,7,100000,Diesel,Manual,25.2,1248,5,400000
Toyota,Innova,11,80000,Diesel,Manual,12.8,2494,8,518000
Maruti,Swift,4,70000,Diesel,Manual,25.2,1248,5,630000
Maruti,Alto,9,60000,Petrol,Manual,19.7,796,5,185000
Maruti,Alto,3,15453,Petrol,Manual,24.7,796,5,327000
Maruti,Alto,6,70000,Petrol,Manual,23.95,998,5,265000
